input;output;description;hook;Structure
{"NPCs":{"Ingun Black-Briar":{"Name":"Ingun Black-Briar","NamePossessive":"Ingun Black-Briar's","Species":"Human","HomeLocation":"Riften Docks","CurrentLocation":"Riften Docks","Faction":"The Thieves Guild","Role":"Apothecary","OwnedItems":{"Magicka Potion":5,"Health Potion":5},"Relations":[{"Target":"Dragonborn","Favorability":5}]},"Festus Krex":{"Name":"Festus Krex","NamePossessive":"Festus Krex's","Species":"Human","HomeLocation":"Falkreath Graveyard","CurrentLocation":"Falkreath Graveyard","Faction":"The Dark Brotherhood","Role":"Wizard","OwnedItems":{"Staff of Frostbite":1,"Grand Soul Gem":1,"Magicka Potion":4}}},"Factions":{"The Dark Brotherhood":{"Name":"The Dark Brotherhood","DefaultLocation":"Falkreath Graveyard","Treasury":{"Black Soul Gem":10}}},"Items":{"Black Soul Gem":{"Type":"Artifact","Name":"Black Soul Gem","NameSingular":"Black Soul Gem","IndefiniteArticle":"a"}},"Locations":{"Falkreath Graveyard":{"Name":"Falkreath Graveyard","Enemies":["Skeleton","Necromancer","Wolf"],"Resources":["Black Soul Gem","Grand Soul Gem"]},"Riften Docks":{"Name":"Riften Docks"}},"Player":{"NPCRelations":[{"Target":"Ingun Black-Briar","Favorability":5}]}};{"Quest":{"Name":"Potent Brew","Giver":"Ingun Black-Briar","Actions":["goto Falkreath Graveyard","steal Black Soul Gem from Festus Krex","goto Riften Docks","give Black Soul Gem to Ingun Black-Briar"]}};"Ingun is trying to perfect a new, incredibly dangerous potion and needs a filled Black Soul Gem. She's heard the old wizard in the Dark Brotherhood, Festus Krex, has several. She doesn't care how you get it, she just needs the gem.";"I've almost perfected the formula. It will be magnificent. But the final ingredient... a filled Black Soul Gem... is proving elusive. There's an old fool with that ridiculous assassin's guild who has what I need. Acquire one for me. Quietly. My family has a reputation to uphold.";Steal stuff
{"NPCs":{"Maven Black-Briar":{"Name":"Maven Black-Briar","NamePossessive":"Maven Black-Briar's","Species":"Human","HomeLocation":"Riften Docks","CurrentLocation":"Riften Docks","Faction":"The Thieves Guild","Role":"Noble","OwnedItems":{"Gold Septim":10000,"Black Soul Gem":3,"Daedric Artifact Shard":1},"Relations":[{"Target":"Dragonborn","Favorability":-5}]},"Astrid":{"Name":"Astrid","NamePossessive":"Astrid's","Species":"Human","HomeLocation":"Falkreath Graveyard","CurrentLocation":"Falkreath Graveyard","Faction":"The Dark Brotherhood","Role":"Thief","OwnedItems":{"Steel Dagger":1,"Black Soul Gem":2,"Health Potion":5}}},"Factions":{"The Dark Brotherhood":{"Name":"The Dark Brotherhood","DefaultLocation":"Falkreath Graveyard","Relations":[{"Target":"Dragonborn","Favorability":15}],"Members":["Astrid","Cicero","Nazir","Gabriella","Festus Krex"]}},"Locations":{"Falkreath Graveyard":{"Name":"Falkreath Graveyard"}},"Player":{"NPCRelations":[{"Target":"Maven Black-Briar","Favorability":-5}]}};{"Quest":{"Name":"Silencing the Shadows","Giver":"Maven Black-Briar","Actions":["goto Falkreath Graveyard","kill Astrid","goto Riften Docks","report Maven Black-Briar"]}};"Maven sees the Dark Brotherhood as a rival to her own influence in the underworld. She's tired of their meddling. She wants you to prove your worth to her by eliminating their leader, Astrid. This is a test of ultimate loyalty.";"I have a... pest problem. A certain organization of murderers who think they operate above everyone else. Their leader, Astrid, has become a nuisance. Deal with her, permanently, and you'll have more than just septims from me. You'll have my gratitude. And my protection.";Kill enemies
{"NPCs":{"Carlotta Valentia":{"Name":"Carlotta Valentia","NamePossessive":"Carlotta Valentia's","Species":"Human","HomeLocation":"Whiterun Hold","CurrentLocation":"Whiterun Hold","Role":"Merchant","OwnedItems":{"Bread":4,"Apple Pie":2,"Sweetroll":1},"Relations":[{"Target":"Dragonborn","Favorability":10}]},"Lucia":{"Name":"Lucia","NamePossessive":"Lucia's","Species":"Human","HomeLocation":"Whiterun Hold","CurrentLocation":"Whiterun Hold","Role":"Beggar","OwnedItems":{"Sweetroll":1},"Relations":[{"Target":"Dragonborn","Favorability":10}]}},"Items":{"Sweetroll":{"Type":"Food","Name":"Sweetroll","NameSingular":"Sweetroll","IndefiniteArticle":"a"}},"Locations":{"Whiterun Hold":{"Name":"Whiterun Hold"}},"Player":{"NPCRelations":[{"Target":"Carlotta Valentia","Favorability":10},{"Target":"Lucia","Favorability":10}]}};{"Quest":{"Name":"The Great Pie Heist","Giver":"Carlotta Valentia","Actions":["goto Whiterun Hold","take Sweetroll from Lucia","goto Whiterun Hold","give Sweetroll to Carlotta Valentia"]}};"Carlotta's prized Sweetroll, which she was saving for her daughter, has gone missing. She saw little Lucia eyeing it earlier. It's a small matter, but it means the world to her.";"I know it's just a sweetroll, but I was saving it for my little girl. It was right here on the counter, and now it's gone. I saw that poor orphan girl, Lucia, looking at it with those big eyes... I can't bring myself to confront her. Could you just... get it back? I'll make you a fresh pie.";Recover stolen item
{"Factions":{"The Companions":{"Name":"The Companions","DefaultLocation":"Whiterun Hold","Relations":[{"Target":"Dragonborn","Favorability":15}],"Members":["Kodlak Whitemane","Aela the Huntress","Farkas","Vilkas","Skjor","Lydia"]}},"NPCs":{"Skjor":{"Name":"Skjor","NamePossessive":"Skjor's","Species":"Human","HomeLocation":"Whiterun Hold","CurrentLocation":"Whiterun Hold","Faction":"The Companions","Role":"Mercenary","OwnedItems":{"Iron Sword":1,"Health Potion":2,"Bear Pelt":1},"Relations":[{"Target":"Dragonborn","Favorability":15},{"Target":"The Companions","Favorability":45},{"Target":"The Silver Hand","Favorability":-45}],"NPCLog":[{"Originator":"The Silver Hand","Type":"Ambush","Target":["Skjor"],"For":"The Companions"}]}},"Locations":{"Whiterun Hold":{"Name":"Whiterun Hold","Enemies":["Wolf","Bandit","Giant"]}},"Player":{"FactionRelations":[{"Target":"The Companions","Favorability":15}],"NPCRelations":[{"Target":"Skjor","Favorability":15}]}};{"Quest":{"Name":"Shield-Brother's Vigil","Giver":"The Companions","Actions":["goto Whiterun Hold","defend Skjor"]}};"Skjor is recovering from his wounds and is restless. He wants to patrol the perimeter of Jorrvaskr, but Vilkas worries he's too weak. He wants you to accompany Skjor, keeping a close eye on him without making it obvious you're babysitting.";"Skjor's pride is as wounded as his flesh. He insists on patrolling the mead hall tonight. I'm not about to stop him, but I also won't let him face a skeever alone in his state. Walk with him. Keep your blade sharp and your mouth shut. If trouble finds him, you be the shield he refuses to admit he needs.";Guard entity
{"NPCs":{"Sibbi Black-Briar":{"Name":"Sibbi Black-Briar","NamePossessive":"Sibbi Black-Briar's","Species":"Human","HomeLocation":"Riften Docks","CurrentLocation":"Riften Docks","Faction":"The Thieves Guild","Role":"Thief","OwnedItems":{"Gold Septim":200,"Lockpick":5},"Relations":[{"Target":"Dragonborn","Favorability":-5}]},"Sigrid":{"Name":"Sigrid","NamePossessive":"Sigrid's","Species":"Human","HomeLocation":"Dawnstar Quarry","CurrentLocation":"Dawnstar Quarry","Role":"Farmer","OwnedItems":{"Bread":3,"Apple Pie":1},"Relations":[{"Target":"Dragonborn","Favorability":10},{"Target":"Alvor","Favorability":30}]},"Alvor":{"Name":"Alvor","NamePossessive":"Alvor's","Species":"Human","HomeLocation":"Dawnstar Quarry","CurrentLocation":"Dawnstar Quarry","Role":"Blacksmith","Relations":[{"Target":"Sigrid","Favorability":30}]}},"Locations":{"Dawnstar Quarry":{"Name":"Dawnstar Quarry","Enemies":["Troll","Bandit"]}},"Player":{"NPCRelations":[{"Target":"Sibbi Black-Briar","Favorability":-5},{"Target":"Sigrid","Favorability":10}]}};{"Quest":{"Name":"Scare the Spouse","Giver":"Sibbi Black-Briar","Actions":["goto Dawnstar Quarry","damage Sigrid"]}};"Sibbi Black-Briar has his eye on Sigrid, the blacksmith's wife in Dawnstar. He believes if Alvor looks weak and unable to protect her, she'll leave him. He wants you to rough Alvor up a bit to make him seem pathetic.";"See, there's this woman up in Dawnstar. A real firecracker. Married to a lump of a blacksmith. I want her to see what a real man looks like. Go up there and give her husband a few new bruises. Make him look like the worthless slag he is. She'll come around.";Attack enemy
{"NPCs":{"J'zargo":{"Name":"J'zargo","NamePossessive":"J'zargo's","Species":"Lizardfolk","HomeLocation":"Winterhold Ruins","CurrentLocation":"Winterhold Ruins","Faction":"The College of Winterhold","Role":"Wizard","OwnedItems":{"Grand Soul Gem":2,"Magicka Potion":4},"Relations":[{"Target":"Dragonborn","Favorability":10}]},"Enthir":{"Name":"Enthir","NamePossessive":"Enthir's","Species":"Elf","HomeLocation":"Winterhold Ruins","CurrentLocation":"Winterhold Ruins","Faction":"The College of Winterhold","Role":"Merchant","OwnedItems":{"Daedric Artifact Shard":1,"Gold Septim":1000,"Black Soul Gem":2},"Relations":[{"Target":"Dragonborn","Favorability":5},{"Target":"The Thieves Guild","Favorability":15}]}},"Items":{"Staff of Frostbite":{"Type":"Weapon","Name":"Staff of Frostbite","NameSingular":"Staff of Frostbite","IndefiniteArticle":"a"}},"Locations":{"Winterhold Ruins":{"Name":"Winterhold Ruins","Resources":["Grand Soul Gem","Staff of Frostbite"]}},"Player":{"NPCRelations":[{"Target":"J'zargo","Favorability":10},{"Target":"Enthir","Favorability":5}]}};{"Quest":{"Name":"Spell Tome Procurement","Giver":"J'zargo","Actions":["goto Winterhold Ruins","steal Staff of Frostbite from Enthir","goto Winterhold Ruins","give Staff of Frostbite to J'zargo"]}};"J'zargo is convinced that Enthir has a Staff of Frostbite that could be a key to unlocking a new, powerful spell. Enthir refuses to sell it. J'zargo wants you to 'borrow' it for his research. He promises to return it... eventually.";"J'zargo has a theory. A magnificent, powerful theory. To prove it, J'zargo needs a specific staff. That shifty Elf, Enthir, has one, but he drives a hard bargain. One J'zargo cannot afford. Perhaps you could... acquire it for him? For the sake of magical discovery, of course.";Steal stuff
{"NPCs":{"Ulfric Stormcloak":{"Name":"Ulfric Stormcloak","NamePossessive":"Ulfric Stormcloak's","Species":"Human","HomeLocation":"Windhelm Slums","CurrentLocation":"Windhelm Slums","Role":"Jarl","OwnedItems":{"Iron Sword":1,"Health Potion":4,"Gold Septim":1000},"Relations":[{"Target":"Dragonborn","Favorability":0},{"Target":"General Tullius","Favorability":-40}]},"Legate Rikke":{"Name":"Legate Rikke","NamePossessive":"Legate Rikke's","Species":"Human","HomeLocation":"Solitude Arch","CurrentLocation":"Solitude Arch","Role":"GuardCaptain","OwnedItems":{"Iron Sword":1,"Health Potion":3},"Relations":[{"Target":"Dragonborn","Favorability":5},{"Target":"General Tullius","Favorability":35},{"Target":"Ulfric Stormcloak","Favorability":-30}]},"General Tullius":{"Name":"General Tullius","NamePossessive":"General Tullius's","Species":"Human","HomeLocation":"Solitude Arch","CurrentLocation":"Solitude Arch","Role":"GuardCaptain","Relations":[{"Target":"Dragonborn","Favorability":0},{"Target":"Ulfric Stormcloak","Favorability":-40},{"Target":"Legate Rikke","Favorability":35}]}},"Locations":{"Solitude Arch":{"Name":"Solitude Arch","Enemies":["Wolf","Vampire","Skeleton"]},"Windhelm Slums":{"Name":"Windhelm Slums","Enemies":["Skeever","Bandit"]}},"Player":{"NPCRelations":[{"Target":"Ulfric Stormcloak","Favorability":0},{"Target":"Legate Rikke","Favorability":5},{"Target":"General Tullius","Favorability":0}]}};{"Quest":{"Name":"The Butcher of Windhelm","Giver":"Ulfric Stormcloak","Actions":["goto Solitude Arch","kill Legate Rikke","goto Windhelm Slums","report Ulfric Stormcloak"]}};"Ulfric Stormcloak sees Legate Rikke as a traitor to Skyrim, a Nord who sold her soul to the Empire. He wants to make an example of her. He's asking you, a neutral party, to prove your mettle by assassinating her in the heart of Imperial territory.";"I see you have the fire of a true Nord in you, even if you haven't chosen a side. There is a traitor in Solitude. Legate Rikke. A Nord who bows to a foreign emperor. Kill her. Show the Empire that their boot-lickers are not safe, even in their own capital. Do this, and you will have the eternal gratitude of the true High King.";Kill enemies
{"NPCs":{"Proventus Avenicci":{"Name":"Proventus Avenicci","NamePossessive":"Proventus Avenicci's","Species":"Human","HomeLocation":"Whiterun Hold","CurrentLocation":"Whiterun Hold","Role":"Noble","OwnedItems":{"Gold Septim":250,"Silver Ring":1,"Ale":2},"Relations":[{"Target":"Dragonborn","Favorability":10},{"Target":"Jarl Balgruuf","Favorability":25}]},"Jarl Balgruuf":{"Name":"Jarl Balgruuf","Role":"Jarl","Relations":[{"Target":"Proventus Avenicci","Favorability":25}]}},"Locations":{"Whiterun Hold":{"Name":"Whiterun Hold","Enemies":["Wolf","Bandit","Giant","Sabre Cat"]}},"Enemies":{"Sabre Cat":{"Name":"Sabre Cat","Loot":["Sabre Cat Pelt","Sabre Cat Tooth"],"NameSingular":"Sabre Cat","IndefiniteArticle":"a"}},"Player":{"NPCRelations":[{"Target":"Proventus Avenicci","Favorability":10}]}};{"Quest":{"Name":"A Pelt for the Jarl","Giver":"Proventus Avenicci","Actions":["goto Whiterun Hold","damage Sabre Cat","goto Whiterun Hold","report Proventus Avenicci"]}};"Jarl Balgruuf has been complaining that the throne room feels drafty. Proventus, ever the diplomat, wants to present him with a magnificent Sabre Cat pelt to use as a throw. The problem is, the only Sabre Cats around are particularly vicious.";"The Jarl's comfort is paramount to the smooth operation of this hold. He mentioned a draft. I was thinking a fine, warm Sabre Cat pelt would do the trick. You seem the sort who could handle one of those beasts. Bring me its pelt, and I'll make it worth your while.";Attack threatening entities
{"NPCs":{"Sven":{"Name":"Sven","NamePossessive":"Sven's","Species":"Human","HomeLocation":"Morthal Swamp","CurrentLocation":"Morthal Swamp","Role":"Bard","OwnedItems":{"Ale":3,"Bread":2},"Relations":[{"Target":"Dragonborn","Favorability":5},{"Target":"Faendal","Favorability":-10}]},"Faendal":{"Name":"Faendal","NamePossessive":"Faendal's","Species":"Elf","HomeLocation":"Morthal Swamp","CurrentLocation":"Morthal Swamp","Role":"Ranger","OwnedItems":{"Elven Bow":1,"Deer Hide":2},"Relations":[{"Target":"Dragonborn","Favorability":10},{"Target":"Sven","Favorability":-10}]}},"Items":{"Elven Bow":{"Type":"Weapon","Name":"Elven Bow","NameSingular":"Elven Bow","IndefiniteArticle":"an"}},"Locations":{"Morthal Swamp":{"Name":"Morthal Swamp"}},"Player":{"NPCRelations":[{"Target":"Sven","Favorability":5},{"Target":"Faendal","Favorability":10}]}};{"Quest":{"Name":"The Bard's College Fee","Giver":"Sven","Actions":["goto Morthal Swamp","steal Elven Bow from Faendal","goto Morthal Swamp","give Elven Bow to Sven"]}};"Sven wants to join the Bard's College in Solitude but needs the tuition fee. He claims his rival, Faendal, stole his inheritance from his grandmother and that a valuable Elven Bow is rightfully his. He wants you to steal it back.";"My dreams are crushed, my friend! Faendal, that wood-elf scoundrel, tricked my poor, senile grandmother out of my inheritance. The only thing left of value is an Elven Bow he carries everywhere. It's rightfully mine! I need it to pay for my admission to the Bard's College. You must help me reclaim my future!";Recover stolen item
{"Factions":{"The Dark Brotherhood":{"Name":"The Dark Brotherhood","NameDefinitive":"the Dark Brotherhood","DefaultLocation":"Falkreath Graveyard","Relations":[{"Target":"Dragonborn","Favorability":15}],"Members":["Astrid","Cicero","Nazir","Gabriella","Festus Krex"],"FactionLog":[{"Originator":"The Dark Brotherhood","Type":"GuardEntity","Target":["Elenwen"],"For":"The Dark Brotherhood"}]}},"NPCs":{"Elenwen":{"Name":"Elenwen","NamePossessive":"Elenwen's","Species":"Elf","HomeLocation":"Solitude Arch","CurrentLocation":"Solitude Arch","Role":"Noble","OwnedItems":{"Elven Bow":1,"Gold Septim":5000,"Silver Ring":5},"Relations":[{"Target":"Dragonborn","Favorability":-30}]}},"Locations":{"Solitude Arch":{"Name":"Solitude Arch","Enemies":["Wolf","Vampire","Skeleton"]}},"Player":{"FactionRelations":[{"Target":"The Dark Brotherhood","Favorability":15}],"NPCRelations":[{"Target":"Elenwen","Favorability":-30}]}};{"Quest":{"Name":"The Thalmor's Shadow","Giver":"The Dark Brotherhood","Actions":["goto Solitude Arch","defend Elenwen"]}};"The Dark Brotherhood has accepted a very strange, very lucrative contract: to protect a Thalmor Ambassador from an unknown threat. Elenwen is expecting an assassination attempt during a diplomatic function at the Arch. The Brotherhood wants you to be an unseen shadow, stopping any attack.";"Sithis cares not from whom the blood flows, only that it does. And tonight, our coffers flow with gold to prevent that blood from being a high elf's. A client has paid handsomely to ensure Elenwen survives the night. You will be her guardian devil. Stay hidden. Stop any... uninvited guests. The irony is not lost on me.";Guard entity
{"NPCs":{"Vilkas":{"Name":"Vilkas","NamePossessive":"Vilkas's","Species":"Human","HomeLocation":"Whiterun Hold","CurrentLocation":"Whiterun Hold","Faction":"The Companions","Role":"Mercenary","OwnedItems":{"Steel Dagger":1,"Health Potion":3,"Wolf Pelt":2},"Relations":[{"Target":"Dragonborn","Favorability":20},{"Target":"The Companions","Favorability":50}]},"Mercer Frey":{"Name":"Mercer Frey","NamePossessive":"Mercer Frey's","Species":"Human","HomeLocation":"Riften Docks","CurrentLocation":"Riften Docks","Faction":"The Thieves Guild","Role":"Thief","OwnedItems":{"Steel Dagger":1,"Gold Septim":5000,"Daedric Artifact Shard":1},"Relations":[{"Target":"Dragonborn","Favorability":-5},{"Target":"Karliah","Favorability":-50}]}},"Factions":{"The Companions":{"Name":"The Companions","Relations":[{"Target":"The Thieves Guild","Favorability":0}]}},"Locations":{"Riften Docks":{"Name":"Riften Docks"}},"Player":{"NPCRelations":[{"Target":"Vilkas","Favorability":20},{"Target":"Mercer Frey","Favorability":-5}]}};{"Quest":{"Name":"Honorless Cur","Giver":"Vilkas","Actions":["goto Riften Docks","damage Mercer Frey"]}};"Vilkas has heard tales of Mercer Frey's treachery and his utter lack of honor. It makes his Nord blood boil. While he can't sanction an outright assassination, he wants someone to 'teach the thief a lesson' and show him that real warriors don't need to backstab.";"I hear things. About a man in Riften who leads a den of thieves. A man called Mercer Frey. No honor. No spine. Just a dagger in the dark. I'd like someone to show him what it feels like to face a real opponent, shield-to-face. Give him a few bruises to remember. Let him know the Companions are watching.";Attack enemy
{"NPCs":{"Alvor":{"Name":"Alvor","NamePossessive":"Alvor's","Species":"Human","HomeLocation":"Dawnstar Quarry","CurrentLocation":"Dawnstar Quarry","Role":"Blacksmith","OwnedItems":{"Iron Ore":10,"Corundum Ingot":3,"Iron Sword":1},"Relations":[{"Target":"Dragonborn","Favorability":10}]},"Belethor":{"Name":"Belethor","NamePossessive":"Belethor's","Species":"Human","HomeLocation":"Whiterun Hold","CurrentLocation":"Whiterun Hold","Role":"Merchant","OwnedItems":{"Gold Septim":1000,"Lockpick":5,"Silver Ring":2,"Deer Hide":3},"Relations":[{"Target":"Dragonborn","Favorability":5}]}},"Items":{"Corundum Ingot":{"Type":"Ingredient","Name":"Corundum Ingot","NameSingular":"Corundum Ingot","IndefiniteArticle":"a"}},"Locations":{"Whiterun Hold":{"Name":"Whiterun Hold"},"Dawnstar Quarry":{"Name":"Dawnstar Quarry","Resources":["Iron Ore","Corundum Ingot"]}},"Player":{"NPCRelations":[{"Target":"Alvor","Favorability":10},{"Target":"Belethor","Favorability":5}]}};{"Quest":{"Name":"A Rock and a Hard Place","Giver":"Alvor","Actions":["goto Whiterun Hold","steal Corundum Ingot from Belethor","goto Dawnstar Quarry","give Corundum Ingot to Alvor"]}};"Alvor has a huge order from the Legion and has completely run out of Corundum Ingots. The only merchant with a stockpile is Belethor in Whiterun, but Belethor, knowing Alvor's desperation, is price-gouging him. Alvor, a proud man, refuses to pay the unfair price but is also too proud to steal it himself.";"I'm in a bind, friend. The Imperials want fifty new swords by next Fredas. And that swindler Belethor is charging triple for the corundum I need. I won't pay his blood money, but I can't let this contract fall through. I... I can't ask you to do anything untoward. But if a few ingots happened to find their way from his shop to my forge, I'd make sure you were properly compensated. No questions asked.";Steal stuff
{"NPCs":{"General Tullius":{"Name":"General Tullius","NamePossessive":"General Tullius's","Species":"Human","HomeLocation":"Solitude Arch","CurrentLocation":"Solitude Arch","Role":"GuardCaptain","OwnedItems":{"Iron Sword":1,"Health Potion":5,"Gold Septim":2000},"Relations":[{"Target":"Dragonborn","Favorability":0},{"Target":"Ulfric Stormcloak","Favorability":-40},{"Target":"Legate Rikke","Favorability":35}]},"Galmar Stone-Fist":{"Name":"Galmar Stone-Fist","NamePossessive":"Galmar Stone-Fist's","Species":"Human","HomeLocation":"Windhelm Slums","CurrentLocation":"Windhelm Slums","Role":"GuardCaptain","OwnedItems":{"Iron Sword":1,"Bear Pelt":2},"Relations":[{"Target":"Dragonborn","Favorability":5},{"Target":"Ulfric Stormcloak","Favorability":40}]},"Ulfric Stormcloak":{"Name":"Ulfric Stormcloak","Relations":[{"Target":"General Tullius","Favorability":-40},{"Target":"Galmar Stone-Fist","Favorability":40}]}},"Locations":{"Windhelm Slums":{"Name":"Windhelm Slums","Enemies":["Skeever","Bandit"]},"Solitude Arch":{"Name":"Solitude Arch"}},"Player":{"NPCRelations":[{"Target":"General Tullius","Favorability":0},{"Target":"Galmar Stone-Fist","Favorability":5}]}};{"Quest":{"Name":"The Emperor's Shadow","Giver":"General Tullius","Actions":["goto Windhelm Slums","kill Galmar Stone-Fist","goto Solitude Arch","report General Tullius"]}};"General Tullius knows that Ulfric's right hand, Galmar Stone-Fist, is the true military mind behind the Stormcloak rebellion. Eliminating him would cripple their war effort. He's asking you to go to Windhelm and kill Galmar, a mission of immense danger and reward.";"I'm a soldier. I fight battles, armies against armies. But this war will drag on for years unless we cut off the head of the snake. And I don't mean Ulfric. I mean his general, Galmar Stone-Fist. He's the brains. Kill him, and the Stormcloaks are just a mob. This isn't an order. It's a request from one pragmatist to another. Name your price.";Kill enemies
{"NPCs":{"Ysolda":{"Name":"Ysolda","NamePossessive":"Ysolda's","Species":"Human","HomeLocation":"Whiterun Hold","CurrentLocation":"Whiterun Hold","Role":"Merchant","OwnedItems":{"Gold Septim":50,"Bread":2,"Apple Pie":1},"Relations":[{"Target":"Dragonborn","Favorability":10},{"Target":"The Thieves Guild","Favorability":10}]}},"Locations":{"Riften Docks":{"Name":"Riften Docks","Enemies":["Skeever","Bandit","Frostbite Spider"]},"Whiterun Hold":{"Name":"Whiterun Hold"}},"Enemies":{"Skeever":{"Name":"Skeever","Loot":[],"NamePlural":"Skeevers","IndefiniteArticle":"a"}},"Player":{"NPCRelations":[{"Target":"Ysolda","Favorability":10}]}};{"Quest":{"Name":"A Rat Problem","Giver":"Ysolda","Actions":["goto Riften Docks","damage Skeever","goto Whiterun Hold","report Ysolda"]}};"Ysolda has been trying to set up a new trade route with a caravan in Riften, but their warehouse is infested with Skeevers. The caravan master refuses to work until they're gone. She needs a strong arm to clear them out so her deal can go through.";"Oh, I was so close to a breakthrough! A new supplier in Riften, but his warehouse is crawling with skeevers. Filthy things. He's too scared to go in and get my merchandise. If you could clear them out, I could finally get my hands on those rare ingredients. I'll make it worth the... smell.";Attack threatening entities
{"NPCs":{"Onmund":{"Name":"Onmund","NamePossessive":"Onmund's","Species":"Human","HomeLocation":"Winterhold Ruins","CurrentLocation":"Winterhold Ruins","Faction":"The College of Winterhold","Role":"Wizard","OwnedItems":{"Amulet of Mara":1,"Magicka Potion":3},"Relations":[{"Target":"Dragonborn","Favorability":15}]},"Brelyna Maryon":{"Name":"Brelyna Maryon","NamePossessive":"Brelyna Maryon's","Species":"Elf","HomeLocation":"Winterhold Ruins","CurrentLocation":"Winterhold Ruins","Faction":"The College of Winterhold","Role":"Wizard","OwnedItems":{"Grand Soul Gem":1,"Magicka Potion":5},"Relations":[{"Target":"Dragonborn","Favorability":10}]}},"Items":{"Amulet of Mara":{"Type":"Artifact","Name":"Amulet of Mara","NameSingular":"Amulet of Mara","IndefiniteArticle":"an"}},"Locations":{"Winterhold Ruins":{"Name":"Winterhold Ruins"}},"Player":{"NPCRelations":[{"Target":"Onmund","Favorability":15},{"Target":"Brelyna Maryon","Favorability":10}]}};{"Quest":{"Name":"The Love Letter","Giver":"Onmund","Actions":["goto Winterhold Ruins","steal Amulet of Mara from Brelyna Maryon","goto Winterhold Ruins","give Amulet of Mara to Onmund"]}};"Onmund is desperately in love with Brelyna Maryon but is too shy to tell her. He had an Amulet of Mara he was going to give her, but she found it and, thinking it was an interesting enchanted artifact for study, took it for her research. He's too embarrassed to ask for it back and wants you to retrieve it.";"By the Nine, this is mortifying. I... I had an Amulet of Mara. For Brelyna. But she saw me with it and asked to study the enchantment. Now it's in her quarters and I can't very well say 'Excuse me, I need that back so I can awkwardly ask you to marry me.' Could you just... get it back? Quietly? Pretend you're just curious about its properties?";Recover stolen item
{"NPCs":{"Irileth":{"Name":"Irileth","NamePossessive":"Irileth's","Species":"Elf","HomeLocation":"Whiterun Hold","CurrentLocation":"Whiterun Hold","Role":"GuardCaptain","OwnedItems":{"Elven Bow":1,"Steel Dagger":1,"Health Potion":2},"Relations":[{"Target":"Dragonborn","Favorability":5},{"Target":"Jarl Balgruuf","Favorability":35},{"Target":"The Dark Brotherhood","Favorability":-15}],"NPCLog":[{"Originator":"The Dark Brotherhood","Type":"Ambush","Target":["Jarl Balgruuf"],"For":"Irileth"}]},"Jarl Balgruuf":{"Name":"Jarl Balgruuf","Role":"Jarl","Relations":[{"Target":"Irileth","Favorability":35}]}},"Locations":{"Whiterun Hold":{"Name":"Whiterun Hold"}},"Player":{"NPCRelations":[{"Target":"Irileth","Favorability":5}]}};{"Quest":{"Name":"Jarl's Justice","Giver":"Irileth","Actions":["goto Whiterun Hold","defend Jarl Balgruuf"]}};"Irileth has received credible intelligence of an assassination plot against Jarl Balgruuf during the upcoming public address. She can't be everywhere at once and needs a trusted, extra set of eyes in the crowd.";"Listen closely. There's a plot against the Jarl. During his speech tomorrow. I'll be on the stage, but I need someone in the crowd, someone with a warrior's instinct. Stand near the front. If anyone makes a move I can't see, you stop them. The Jarl's life is in your hands.";Guard entity
{"Factions":{"The Companions":{"Name":"The Companions","DefaultLocation":"Whiterun Hold","Relations":[{"Target":"Dragonborn","Favorability":15}],"FactionLog":[{"Originator":"Forsworn","Type":"Ambush","Target":["Whiterun Hold"],"For":"The Companions"}]}},"Locations":{"Markarth Depths":{"Name":"Markarth Depths","Enemies":["Falmer","Chaurus","Forsworn"]}},"Enemies":{"Forsworn":{"Name":"Forsworn","Loot":["Iron Sword","Deer Hide","Health Potion"],"NamePlural":"Forsworn","IndefiniteArticle":"a"}},"Player":{"FactionRelations":[{"Target":"The Companions","Favorability":15}]}};{"Quest":{"Name":"A Message to the Reach","Giver":"The Companions","Actions":["goto Markarth Depths","damage Forsworn"]}};"The Forsworn have been raiding farms on the outskirts of Whiterun Hold. The Jarl is slow to act, so the Companions have decided to take the initiative. They want you to go to the edge of the Reach and bloody the nose of a Forsworn war party to discourage further attacks.";"While the Jarls debate politics, our people suffer. The Forsworn think the plains are free for the taking. Let's teach them they're wrong. Head to the border of the Reach. Find one of their raiding parties. Don't need to wipe them out, just make them regret they ever left their hills.";Attack enemy
